WKT,uniqueid,start_nid,end_nid,oneway,osmid,length,type,lanes,maxspeed,capacity,fft
"LINESTRING (-122.2484326 37.8578733,-122.2484984 37.8578684,-122.2485907 37.857862,-122.2486984 37.8578546,-122.2491126 37.8578307)","1917","456","673","0","188703042",59.888,primary,"2","25","1800",5.3586345088
"LINESTRING (-122.246788 37.8579731,-122.2475414 37.8579277)","1918","644","674","0","188703042",66.335,primary,"2","25","1800",5.935496596
"LINESTRING (-122.246788 37.8579731,-122.2463918 37.8580001,-122.2454759 37.8580457,-122.2453288 37.8580478)","1919","675","674","0","34361024",128.398,primary,"2","25","1800",11.4887448848
"LINESTRING (-122.2453288 37.8580478,-122.2453958 37.8579716,-122.2455692 37.8577607)","1920","1682","675","0","24501620",38.274,secondary,"4","25","2401",3.4246656624
"LINESTRING (-122.2453288 37.8580478,-122.2454759 37.8580457,-122.2463918 37.8580001,-122.246788 37.8579731)","1921","674","675","0","34361024",128.398,primary,"2","25","1800",11.4887448848
"LINESTRING (-122.2453288 37.8580478,-122.2451095 37.8580521,-122.2449079 37.8580635)","1922","1383","675","0","165864174",37.003,primary,"4","25","3600",3.3109396328
"LINESTRING (-122.2453288 37.8580478,-122.2452586 37.858136,-122.2452346 37.8581694,-122.2451267 37.8583064)","1923","1384","675","0","435129985",33.792,secondary,"5","25","3001",3.0236270592
"LINESTRING (-122.2419534 37.8515433,-122.2421018 37.8515517,-122.2424141 37.851545,-122.2427325 37.851524,-122.2429459 37.8514826,-122.2431513 37.8514321,-122.243257 37.8514153,-122.2433772 37.8514029,-122.2436039 37.8513908,-122.2438338 37.8513796)","1924","539","676","0","6401003",167.012,residential,"1","30","900",12.4531941093333
"LINESTRING (-122.2419534 37.8515433,-122.2420207 37.8513447,-122.2420829 37.8512332,-122.2421584 37.8511224,-122.242357 37.850909,-122.2423676 37.8508975)","1925","1769","676","0","437143003",81.428,tertiary,"1","25","900",7.2859820128
"LINESTRING (-122.2419534 37.8515433,-122.2418969 37.8518483,-122.2418944 37.8518878)","1926","1750","676","0","437143003",38.673,tertiary,"1","25","900",3.4603672248
"LINESTRING (-122.248235 37.8560651,-122.2470537 37.8561329)","1927","873","677","0","24620691",103.985,residential,"1","25","900",9.304328236
"LINESTRING (-122.248235 37.8560651,-122.2489286 37.8560252)","1928","457","677","0","24620691",61.056,residential,"1","25","900",5.4631443456
"LINESTRING (-122.248235 37.8560651,-122.2482412 37.8561305,-122.2482431 37.8561491,-122.2484113 37.8577976,-122.2484326 37.8578733)","1929","673","677","0","6402088",201.89,residential,"1","25","900",18.064632664
"LINESTRING (-122.2622826 37.8548708,-122.262207 37.8548807,-122.2613447 37.854994,-122.2611051 37.8550255)","1930","679","678","0","6375132",104.802,residential,"1","25","900",9.3774314352
"LINESTRING (-122.2622826 37.8548708,-122.2624558 37.8557376,-122.2624726 37.8558219)","1931","671","678","0","6379723",107.065,residential,"1","25","900",9.579919244
"LINESTRING (-122.2622826 37.8548708,-122.2620433 37.8536974,-122.262031 37.8536371)","1932","1305","678","0","6379723",138.948,residential,"1","25","900",12.4327335648
"LINESTRING (-122.2611051 37.8550255,-122.2606957 37.8550795)","1933","1613","679","0","6375132",36.442,residential,"1","25","900",3.2607426992
"LINESTRING (-122.2611051 37.8550255,-122.2613447 37.854994,-122.262207 37.8548807,-122.2622826 37.8548708)","1934","678","679","0","6375132",104.802,residential,"1","25","900",9.3774314352
"LINESTRING (-122.2611051 37.8550255,-122.2610936 37.8549674,-122.2610779 37.8548933,-122.2610414 37.8547117,-122.2609955 37.8544865)","1935","994","679","0","25316193",60.702,residential,"1","25","900",5.4314692752
"LINESTRING (-122.2587791 37.8552437,-122.2587229 37.8549728)","1936","1781","680","0","209307271",30.524,residential,"1","25","900",2.7312142624
"LINESTRING (-122.2559035 37.8556821,-122.2559002 37.8556384,-122.255897 37.8556008,-122.255861 37.8551843,-122.2557577 37.8541465)","1937","366","681","0","430147771",171.232,residential,"1","25","900",15.3214284032
"LINESTRING (-122.2154706 37.8595502,-122.2152313 37.8597647)","1938","428","682","0","6376032",31.784,residential,"1","30","900",2.36996336533333
"LINESTRING (-122.2650977 37.8719019,-122.2651381 37.8719711,-122.2652109 37.872079,-122.2652778 37.8721695,-122.2653729 37.8722527,-122.2654593 37.8723213,-122.2655323 37.872371,-122.2655833 37.872402,-122.2656242 37.8724213,-122.2657145 37.8724562,-122.2658408 37.8724765,-122.2659293 37.8724753,-122.266026 37.872465)","1939","666","683","0","698797142",111.702,unclassified,"2","15","1800",16.658044792
"LINESTRING (-122.2650977 37.8719019,-122.2650061 37.8716982,-122.2649945 37.8716724)","1940","684","683","0","768786457",27.079,unclassified,"2","15","1800",4.03827321733333
"LINESTRING (-122.2649945 37.8716724,-122.2649852 37.8716012,-122.2649894 37.8715145,-122.2649915 37.8714605,-122.2649947 37.8713781,-122.2650231 37.8712267,-122.2650697 37.8711076,-122.2651233 37.8710124,-122.2651974 37.870912,-122.2652829 37.8708222,-122.2653923 37.8707328,-122.2655325 37.8706661,-122.2656483 37.8706276,-122.265739 37.8706175,-122.2658149 37.8706091)","1941","275","684","0","6376261",154.644,unclassified,"2","15","1800",23.061956624
"LINESTRING (-122.2649945 37.8716724,-122.2647544 37.8717792,-122.26474 37.8717856,-122.2646421 37.8718362)","1942","684","884","1","22016920",35.913,unclassified,"1","30","900",2.677840874
"LINESTRING (-122.2649945 37.8716724,-122.2650061 37.8716982,-122.2650977 37.8719019)","1943","683","684","0","768786457",27.079,unclassified,"2","15","1800",4.03827321733333
"LINESTRING (-122.2300127 37.8653132,-122.2304728 37.8649849,-122.2305166 37.8648518,-122.230528 37.8647392,-122.2305385 37.864635,-122.2306954 37.8645799,-122.230942 37.86463)","1944","490","685","0","6377168",131.344,residential,"1","30","900",9.79362157866667
"LINESTRING (-122.2616952 37.8450213,-122.261773 37.8450184,-122.2625916 37.8448944,-122.2632624 37.844792,-122.263376 37.8447749)","1945","1132","686","0","6385420",150.176,residential,"1","30","900",11.1978233813333
"LINESTRING (-122.2616952 37.8450213,-122.2613849 37.8450301,-122.2612485 37.845034)","1946","588","686","0","6385420",39.249,residential,"1","30","900",2.926588602
"LINESTRING (-122.2616952 37.8450213,-122.2617094 37.8450898,-122.2617901 37.8453985,-122.2618102 37.8454753,-122.2619058 37.8458574,-122.2619267 37.8459388,-122.2620346 37.846359)","1947","632","686","0","28436936",151.707,residential,"1","30","900",11.311981886
"LINESTRING (-122.2616952 37.8450213,-122.2616801 37.8449535,-122.261574 37.8445774,-122.26157 37.8445296)","1948","1025","686","0","28436936",55.828,residential,"1","30","900",4.16279621066667
"LINESTRING (-122.2627139 37.8491651,-122.2626656 37.848966)","1949","624","687","0","28436936",22.541,residential,"1","30","900",1.68076215133333
"LINESTRING (-122.2627139 37.8491651,-122.2613504 37.84935,-122.261278 37.8493602,-122.2607778 37.8494266,-122.2606301 37.8494466)","1950","584","687","0","6393517",185.622,residential,"1","30","900",13.840842556
"LINESTRING (-122.2627139 37.8491651,-122.2628772 37.8497904,-122.2629013 37.8498827)","1951","688","687","0","28436936",81.472,residential,"1","30","900",6.07493252266667
"LINESTRING (-122.2629013 37.8498827,-122.2623649 37.8499529)","1952","550","688","0","1195562613",47.739,tertiary,"2","25","1800",4.2715711464
"LINESTRING (-122.2629013 37.8498827,-122.2628772 37.8497904,-122.2627139 37.8491651)","1953","687","688","0","28436936",81.472,residential,"1","30","900",6.07493252266667
"LINESTRING (-122.2629013 37.8498827,-122.2629269 37.8498794,-122.2629772 37.8498728,-122.2631512 37.8498492,-122.2641185 37.8497177,-122.265157 37.8495819,-122.265415 37.8495469)","1954","1631","688","0","416099544",223.845,tertiary,"3","25","2700",20.029113372
"LINESTRING (-122.2602784 37.8423309,-122.2602844 37.8424046,-122.2602211 37.8428433)","1955","690","689","0","6378259",57.309,residential,"1","30","900",4.273226482
"LINESTRING (-122.2602211 37.8428433,-122.2601382 37.8434838,-122.2600014 37.8444518)","1956","655","690","0","6378259",179.897,residential,"1","30","900",13.4139598393333
"LINESTRING (-122.2602211 37.8428433,-122.2602844 37.8424046,-122.2602784 37.8423309)","1957","689","690","0","6378259",57.309,residential,"1","30","900",4.273226482
"LINESTRING (-122.2602211 37.8428433,-122.2607814 37.8429335,-122.2609684 37.8429614,-122.2615216 37.843051)","1958","591","690","0","6399335",116.511,residential,"1","30","900",8.687603878
"LINESTRING (-122.2602211 37.8428433,-122.2598617 37.8427821,-122.2596796 37.8427327,-122.2594135 37.8426323,-122.25933 37.8426185,-122.259231 37.8426762,-122.2589535 37.8430363,-122.2588705 37.8432188)","1959","1883","690","0","6335811",161.817,residential,"1","30","900",12.065830666
"LINESTRING (-122.2531176 37.8431327,-122.2530429 37.8430952,-122.2523748 37.842757)","1960","67","691","0","6379048",77.457,residential,"1","30","900",5.775555386
"LINESTRING (-122.2531176 37.8431327,-122.2530733 37.8431843,-122.252888 37.8434032,-122.252785 37.8435246,-122.2527354 37.843583)","1961","691","832","1","23488621",60.278,tertiary,"1","30","900",4.49460897733333
"LINESTRING (-122.2531176 37.8431327,-122.253165 37.8430719,-122.2534368 37.8427285,-122.2540331 37.8419735,-122.2543935 37.8415172)","1962","713","691","0","28845685",211.711,residential,"2","25","1800",18.9433921736
"LINESTRING (-122.2531176 37.8431327,-122.2531829 37.8431648,-122.2538499 37.8434896)","1963","834","691","0","37890187",75.563,tertiary,"1","30","900",5.63432990733333
"LINESTRING (-122.2552227 37.8441936,-122.2555864 37.8443785)","1964","1536","692","0","196485706",37.982,residential,"1","30","900",2.83211516933333
"LINESTRING (-122.2552227 37.8441936,-122.2548708 37.8446194,-122.2546871 37.8448428,-122.2545825 37.8449529,-122.2544363 37.8450832,-122.2543222 37.8451654,-122.2542663 37.8452092,-122.254038 37.8453586,-122.2538918 37.845439,-122.2537577 37.8455005,-122.2535177 37.8456021,-122.2525822 37.8459544,-122.2520576 37.8461582,-122.2519604 37.8461902)","1965","522","692","0","6407070",372.093,residential,"1","30","900",27.744990514
"LINESTRING (-122.2552227 37.8441936,-122.254586 37.8438699,-122.2544903 37.8438209)","1966","535","692","0","196485706",76.508,residential,"1","30","900",5.70479351733333
"LINESTRING (-122.2261208 37.853854,-122.2260236 37.8538973,-122.2254885 37.8541352,-122.2251756 37.8543228,-122.2247418 37.8546299,-122.2246388 37.8547383)","1967","634","693","0","6379221",164.43,residential,"1","30","900",12.26066814
"LINESTRING (-122.2261208 37.853854,-122.2261994 37.8539468,-122.2262991 37.8540281,-122.2264562 37.8541404)","1968","157","693","0","6406151",43.604,tertiary,"1","30","900",3.25131772533333
"LINESTRING (-122.2261208 37.853854,-122.2260404 37.8537046,-122.2260077 37.8536135,-122.2259891 37.8535219,-122.2259897 37.8533602)","1969","228","693","0","1254523961",56.875,tertiary,"2","25","1800",5.0890385
"LINESTRING (-122.2228686 37.8555864,-122.2227192 37.8555534,-122.2226206 37.8555298,-122.2225399 37.8555321,-122.2224682 37.855551,-122.2224114 37.8555841,-122.2223367 37.8556832,-122.2223247 37.8557398,-122.2223277 37.8557988,-122.2226059 37.8563577,-122.2228298 37.856804,-122.2228477 37.8568582,-122.2228449 37.8569069,-122.2228268 37.8569644,-122.2227969 37.857014,-122.2223643 37.8574558)","1970","505","694","0","6379221",274.952,residential,"1","30","900",20.5017042293333
"LINESTRING (-122.2228686 37.8555864,-122.2234096 37.8555793,-122.2234753 37.8555817,-122.2237024 37.8556147,-122.2237622 37.8556171,-122.223819 37.8556076,-122.2239116 37.855577,-122.2239684 37.8555605,-122.2240371 37.8555557,-122.2243031 37.8556029,-122.2243819 37.8556096,-122.2244303 37.8555915,-122.2245251 37.8555329,-122.2245959 37.8553889,-122.2246302 37.8553008,-122.224656 37.8551653,-122.2246474 37.8550636,-122.224613 37.854901,-122.224613 37.8548264,-122.2246388 37.8547383)","1971","634","694","0","6379221",240.929,residential,"1","30","900",17.9647905753333
"LINESTRING (-122.2228686 37.8555864,-122.2228328 37.8557775,-122.2228358 37.8558318,-122.2228686 37.8559026,-122.2229374 37.8559946,-122.223027 37.8560819,-122.2235799 37.8566341,-122.2236367 37.8567049,-122.2237156 37.8568377,-122.2238519 37.8570635,-122.2238758 37.8571249,-122.2238847 37.8571862,-122.2238668 37.8573561)","1972","702","694","0","6404682",224.96,residential,"1","30","900",16.7740674133333
"LINESTRING (-122.2029063 37.8464259,-122.2027915 37.8466214,-122.2027392 37.8466786,-122.2026078 37.8467898)","1973","383","695","0","6379726",48.719,residential,"1","30","900",3.63271599533333
"LINESTRING (-122.2661771 37.8687189,-122.2662643 37.8687079)","1974","899","696","0","424710456",7.751,residential,"1","25","900",0.6935408776
"LINESTRING (-122.2661771 37.8687189,-122.2661868 37.868765,-122.26619 37.8687825,-122.2661916 37.8688075,-122.2661853 37.8688501,-122.2661669 37.8689071,-122.2661395 37.8689608,-122.2658359 37.8694842)","1975","696","1896","1","21452694",91.703,tertiary,"2","25","1800",8.2053643528
"LINESTRING (-122.2659014 37.8678723,-122.2659946 37.867858)","1976","697","895","1","1000383953",8.334,secondary,"2","25","1200",0.7457063184
"LINESTRING (-122.2038845 37.8429792,-122.2036724 37.8431043,-122.2032554 37.8432543)","1977","657","698","0","6381120",63.483,residential,"1","30","900",4.733588734
"LINESTRING (-122.2038845 37.8429792,-122.2038061 37.8428475,-122.2037927 37.8427091,-122.2037376 37.8425813,-122.2030973 37.8417736)","1978","258","698","0","6394075",152.588,tertiary,"1","30","900",11.3776733573333
"LINESTRING (-122.2038845 37.8429792,-122.2041773 37.842832,-122.2043603 37.8427214,-122.2043944 37.8426807)","1979","643","698","0","28867447",56.141,tertiary,"1","30","900",4.18613495133333
"LINESTRING (-122.2584691 37.8504718,-122.2584489 37.8503857,-122.2584403 37.8503492,-122.258299 37.8497466)","1980","733","699","0","6406091",82.01,residential,"1","30","900",6.11504831333333
"LINESTRING (-122.2584691 37.8504718,-122.2583762 37.850484,-122.2581294 37.8505163,-122.2577671 37.8505635,-122.2577146 37.8505708,-122.2573135 37.8506243,-122.2571474 37.8506457,-122.2570862 37.8506538,-122.2569939 37.8506667)","1981","795","699","0","416099543",131.325,tertiary,"2","25","1800",11.75064582
"LINESTRING (-122.2584691 37.8504718,-122.2597354 37.8503012,-122.2600759 37.8502555,-122.2602425 37.850233,-122.2603908 37.8502143,-122.2605253 37.8501964)","1982","583","699","0","1118440595",183.117,tertiary,"3","25","2700",16.3848696792
"LINESTRING (-122.2503535 37.8518397,-122.2504833 37.8518481,-122.25051 37.8518502,-122.2506513 37.8518271,-122.2514797 37.8515663,-122.2515479 37.8515444,-122.2523244 37.8512956,-122.252356 37.8512891,-122.2524944 37.851264)","1983","518","700","0","28932102",200.137,tertiary,"1","25","900",17.9077784312
"LINESTRING (-122.2503535 37.8518397,-122.2508866 37.8511811,-122.250992 37.8510504)","1984","313","700","0","785854260",104.142,secondary,"4","25","2401",9.3183762192
"LINESTRING (-122.2503535 37.8518397,-122.2500386 37.8522195,-122.2499744 37.8522987)","1985","215","700","0","785854260",60.933,secondary,"4","25","2401",5.4521386008
"LINESTRING (-122.2249376 37.8561117,-122.2248531 37.8561196,-122.224745 37.8561278,-122.2244227 37.856148,-122.2243509 37.8561787,-122.2242822 37.8562235,-122.2242164 37.8563155,-122.2242045 37.8563863,-122.2242613 37.8566293,-122.2242673 37.8567096,-122.2242404 37.8569196,-122.2240909 37.8572169,-122.2240252 37.8572853,-122.2239505 37.8573278,-122.2238668 37.8573561)","1986","702","701","0","6382586",201.154,residential,"1","30","900",14.9989809586667
"LINESTRING (-122.2249376 37.8561117,-122.2249924 37.856117,-122.2250378 37.8561486,-122.2250613 37.8561921,-122.2250676 37.8562326,-122.2251253 37.8567013)","1987","714","701","0","6397143",72.32,residential,"1","30","900",5.39251669333333
"LINESTRING (-122.2249376 37.8561117,-122.2251079 37.8556267,-122.2251837 37.8555649)","1988","1094","701","0","49120135",65.53,service,"1","30","900",4.88622260666667
"LINESTRING (-122.2238668 37.8573561,-122.2236247 37.8573891,-122.223553 37.8574127,-122.2234992 37.8574505,-122.2234783 37.8574953,-122.2234783 37.8575425,-122.223546 37.8577578,-122.2235706 37.8578821,-122.2235888 37.857983,-122.2235976 37.8580749,-122.2235876 37.8581419,-122.2235652 37.8581981,-122.2235098 37.8582485,-122.2234218 37.8582909,-122.2232834 37.8583299,-122.2232152 37.8583585,-122.2231548 37.8584014,-122.2231154 37.8584589,-122.2230922 37.8585239,-122.2230847 37.8585914,-122.2230967 37.8586636,-122.2231249 37.8587411,-122.2231772 37.8588187,-122.2233224 37.858985,-122.2234288 37.8591705,-122.22338 37.8596544)","1989","703","702","0","6382586",311.074,residential,"1","30","900",23.1951291186667
"LINESTRING (-122.2238668 37.8573561,-122.2239505 37.8573278,-122.2240252 37.8572853,-122.2240909 37.8572169,-122.2242404 37.8569196,-122.2242673 37.8567096,-122.2242613 37.8566293,-122.2242045 37.8563863,-122.2242164 37.8563155,-122.2242822 37.8562235,-122.2243509 37.8561787,-122.2244227 37.856148,-122.224745 37.8561278,-122.2248531 37.8561196,-122.2249376 37.8561117)","1990","701","702","0","6382586",201.154,residential,"1","30","900",14.9989809586667
"LINESTRING (-122.2238668 37.8573561,-122.2238847 37.8571862,-122.2238758 37.8571249,-122.2238519 37.8570635,-122.2237156 37.8568377,-122.2236367 37.8567049,-122.2235799 37.8566341,-122.223027 37.8560819,-122.2229374 37.8559946,-122.2228686 37.8559026,-122.2228358 37.8558318,-122.2228328 37.8557775,-122.2228686 37.8555864)","1991","694","702","0","6404682",224.96,residential,"1","30","900",16.7740674133333
"LINESTRING (-122.22338 37.8596544,-122.2232827 37.8597204)","1992","1856","703","0","6397143",11.262,residential,"1","30","900",0.839747276
"LINESTRING (-122.22338 37.8596544,-122.2234288 37.8591705,-122.2233224 37.858985,-122.2231772 37.8588187,-122.2231249 37.8587411,-122.2230967 37.8586636,-122.2230847 37.8585914,-122.2230922 37.8585239,-122.2231154 37.8584589,-122.2231548 37.8584014,-122.2232152 37.8583585,-122.2232834 37.8583299,-122.2234218 37.8582909,-122.2235098 37.8582485,-122.2235652 37.8581981,-122.2235876 37.8581419,-122.2235976 37.8580749,-122.2235888 37.857983,-122.2235706 37.8578821,-122.223546 37.8577578,-122.2234783 37.8575425,-122.2234783 37.8574953,-122.2234992 37.8574505,-122.223553 37.8574127,-122.2236247 37.8573891,-122.2238668 37.8573561)","1993","702","703","0","6382586",311.074,residential,"1","30","900",23.1951291186667
"LINESTRING (-122.22338 37.8596544,-122.223489 37.859538,-122.223545 37.859472,-122.2236545 37.8593384,-122.2237014 37.8592495,-122.2237156 37.8591274,-122.223712 37.858916,-122.2237453 37.8588724,-122.2238324 37.8588429,-122.224196 37.8586997,-122.224304 37.858622,-122.224364 37.8585695,-122.2244085 37.8584878,-122.2244519 37.858324,-122.2244098 37.8579879,-122.2244282 37.8578593,-122.2245215 37.8578023,-122.2247501 37.8577847,-122.2248315 37.8577965)","1994","1328","703","0","6397143",279.051,residential,"1","30","900",20.807344798
"LINESTRING (-122.2472094 37.8596994,-122.2472163 37.8597851,-122.247288 37.8606191)","1995","743","704","0","435129988",102.499,residential,"2","25","1800",9.1713645224
"LINESTRING (-122.2472094 37.8596994,-122.2455573 37.8598011,-122.2455294 37.859799,-122.2454268 37.8597905)","1996","755","704","0","1174707489",156.995,residential,"1","25","900",14.047535812
"LINESTRING (-122.2472094 37.8596994,-122.2474975 37.8596829,-122.2475561 37.8596923,-122.2476532 37.8597365,-122.2477402 37.8597589,-122.2478614 37.8597801,-122.247973 37.8597923,-122.2480775 37.8597945,-122.248216 37.8597853,-122.2487064 37.8597046,-122.248757 37.8596963,-122.2488118 37.8596874,-122.2488814 37.8596787,-122.2489553 37.8596775,-122.2490528 37.8596984,-122.2491471 37.8597641,-122.2492416 37.8598654)","1997","611","704","0","1174707489",190.652,residential,"1","25","900",17.0590833952
"LINESTRING (-122.2256056 37.8548262,-122.2257018 37.8549657,-122.2257461 37.8550544,-122.2257669 37.8551413,-122.2257873 37.8552048,-122.2258576 37.8552534,-122.2259976 37.8552705)","1998","659","705","0","6383739",66.024,residential,"1","30","900",4.923057552
"LINESTRING (-122.2558881 37.876603,-122.2559386 37.8766675,-122.2560017 37.8768966,-122.2560396 37.8770535,-122.2559276 37.8770751,-122.2558378 37.8770465,-122.2558096 37.8770179,-122.2558029 37.8769915)","1999","1805","706","0","6384244",77.904,"['residential', 'service']","1","25","900",6.9706629504
"LINESTRING (-122.2558881 37.876603,-122.2557172 37.8757633,-122.2557133 37.875751,-122.2556866 37.8756667)","2000","291","706","0","430174913",105.64,residential,"1","25","900",9.452413664
"LINESTRING (-122.2558881 37.876603,-122.2561231 37.8765746,-122.2569424 37.8764756,-122.2570401 37.8764658)","2001","83","706","0","698994083",102.258,residential,"1","25","900",9.1498004208
"LINESTRING (-122.2598176 37.8603729,-122.2598281 37.8604193,-122.2598329 37.8604408,-122.2599919 37.8612029,-122.2600047 37.8612652)","2002","653","707","0","25316538",100.571,residential,"1","25","900",8.9988517096
"LINESTRING (-122.2598176 37.8603729,-122.2597406 37.8603833,-122.2592551 37.8604467,-122.2592371 37.8604491,-122.2591005 37.860467)","2003","578","707","0","164659481",63.818,residential,"1","25","900",5.7102814768
"LINESTRING (-122.2598176 37.8603729,-122.2598984 37.8603619,-122.2602088 37.8603218,-122.2606264 37.8602679,-122.2619886 37.8600947,-122.262006 37.8600925,-122.262041 37.8600869)","2004","1210","707","0","164659481",197.768,residential,"1","25","900",17.6958059968
"LINESTRING (-122.2450244 37.8430387,-122.2445927 37.8437361,-122.2445183 37.8437937)","2005","420","708","0","6384919",95.466,residential,"1","30","900",7.118390468
"LINESTRING (-122.2450244 37.8430387,-122.2453452 37.8425372,-122.2454518 37.8424439)","2006","358","708","0","6384919",76.448,residential,"1","30","900",5.70031963733333
"LINESTRING (-122.2450244 37.8430387,-122.2449339 37.8430034,-122.2444908 37.8428305)","2007","649","708","0","51658225",52.262,residential,"2","30","1800",3.89689860933333
"LINESTRING (-122.2450244 37.8430387,-122.2451108 37.8430725,-122.2465149 37.8436214,-122.2466385 37.8436692)","2008","404","708","0","51658225",158.126,residential,"2","30","1800",11.7906124813333
"LINESTRING (-122.2592785 37.8452748,-122.2580626 37.8454404)","2009","325","709","0","6385420",108.341,residential,"1","30","900",8.07841055133333
"LINESTRING (-122.2592785 37.8452748,-122.2594141 37.8459829)","2010","722","709","0","6388394",79.632,residential,"1","30","900",5.937733536
"LINESTRING (-122.2592785 37.8452748,-122.2591334 37.8445675)","2011","654","709","0","6388394",79.674,residential,"1","30","900",5.940865252
"LINESTRING (-122.2592785 37.8452748,-122.2600556 37.8451721,-122.2608335 37.8450696)","2012","1579","709","0","6385420",138.434,residential,"1","30","900",10.3222850653333
"LINESTRING (-122.2660479 37.8443833,-122.2663216 37.8457366)","2013","630","710","0","6404965",152.387,residential,"1","30","900",11.3626858593333
"LINESTRING (-122.2660479 37.8443833,-122.2664714 37.8443266,-122.2669714 37.8442597)","2014","351","710","0","72784414",82.248,residential,"1","30","900",6.132794704
"LINESTRING (-122.2660479 37.8443833,-122.2655337 37.8444548,-122.2650837 37.8445156)","2015","559","710","0","72784414",85.934,residential,"1","30","900",6.40764006533333
"LINESTRING (-122.2307591 37.8566764,-122.2307457 37.8570555)","2016","712","711","0","6386252",42.17,residential,"1","30","900",3.14439199333333
"LINESTRING (-122.2307591 37.8566764,-122.2301536 37.8563918)","2017","601","711","0","6386252",61.866,residential,"1","30","900",4.613017668
"LINESTRING (-122.2307591 37.8566764,-122.231141 37.8565167,-122.2313275 37.8564379,-122.2313785 37.8564019,-122.231463 37.8562854)","2018","1402","711","0","6400251",77.446,residential,"1","30","900",5.77473517466667
"LINESTRING (-122.2307457 37.8570555,-122.2307591 37.8566764)","2019","711","712","0","6386252",42.17,residential,"1","30","900",3.14439199333333
"LINESTRING (-122.2543935 37.8415172,-122.2551297 37.8418922)","2020","752","713","0","6403958",76.928,residential,"1","30","900",5.73611067733333
"LINESTRING (-122.2543935 37.8415172,-122.2543266 37.8414833,-122.2536677 37.8411466)","2021","66","713","0","6403958",75.896,residential,"1","30","900",5.65915994133333
"LINESTRING (-122.2543935 37.8415172,-122.2540331 37.8419735,-122.2534368 37.8427285,-122.253165 37.8430719,-122.2531176 37.8431327)","2022","691","713","0","28845685",211.711,residential,"2","25","1800",18.9433921736
"LINESTRING (-122.2251253 37.8567013,-122.2253629 37.8566892)","2023","715","714","0","6386935",20.903,residential,"1","30","900",1.55862522733333
"LINESTRING (-122.2251253 37.8567013,-122.225128 37.8567801,-122.2251216 37.8568405,-122.2251072 37.8568943,-122.2250805 37.856944,-122.2250424 37.8569862,-122.2249873 37.8570372,-122.2249253 37.8570878,-122.2248731 37.857139,-122.2248448 37.8571859,-122.2248267 37.857234,-122.2248213 37.8572876,-122.2248237 37.8573431,-122.2248337 37.8573979,-122.2249342 37.857549,-122.2249471 37.8576244,-122.2249485 37.8576826,-122.2249282 37.8577366,-122.2248859 37.8577752,-122.2248315 37.8577965)","2024","1328","714","0","6397143",136.824,residential,"1","30","900",10.202235952
"LINESTRING (-122.2251253 37.8567013,-122.2250676 37.8562326,-122.2250613 37.8561921,-122.2250378 37.8561486,-122.2249924 37.856117,-122.2249376 37.8561117)","2025","701","714","0","6397143",72.32,residential,"1","30","900",5.39251669333333
"LINESTRING (-122.2253629 37.8566892,-122.2251253 37.8567013)","2026","714","715","0","6386935",20.903,residential,"1","30","900",1.55862522733333
"LINESTRING (-122.2311057 37.8612914,-122.2313263 37.8614677,-122.2313432 37.861548,-122.2313136 37.8616283,-122.2312373 37.8616985,-122.2310678 37.8617822)","2027","717","716","0","6387848",73.743,residential,"1","30","900",5.498622214
"LINESTRING (-122.2311057 37.8612914,-122.2310084 37.8613506,-122.230911 37.861397,-122.230723 37.861478,-122.230109 37.861649,-122.229566 37.861827,-122.2293026 37.8619478,-122.2290834 37.861978,-122.2289606 37.8620034,-122.2288788 37.8620579,-122.2288218 37.8621829)","2028","727","716","0","6391215",229.934,residential,"1","30","900",17.1449520653333
"LINESTRING (-122.2311057 37.8612914,-122.2312291 37.8612247,-122.2313807 37.8612056,-122.2315349 37.8612458,-122.2317843 37.8613305,-122.2319225 37.861357)","2029","301","716","0","6391215",77.181,residential,"1","30","900",5.754975538
"LINESTRING (-122.2310678 37.8617822,-122.2312373 37.8616985,-122.2313136 37.8616283,-122.2313432 37.861548,-122.2313263 37.8614677,-122.2311057 37.8612914)","2030","716","717","0","6387848",73.743,residential,"1","30","900",5.498622214
"LINESTRING (-122.246719 37.8638366,-122.2467091 37.8638597,-122.2467087 37.863912)","2031","1284","718","0","6388220",8.528,residential,"1","25","900",0.7630649728
"LINESTRING (-122.246719 37.8638366,-122.2468045 37.8637519,-122.246886 37.8636867,-122.2469902 37.8636231,-122.2470794 37.8635919,-122.2471779 37.8635574,-122.2479078 37.8633418,-122.2479474 37.8633297,-122.2481966 37.8632535)","2032","1045","718","0","6388220",147.417,residential,"1","25","900",13.1905193592
"LINESTRING (-122.246719 37.8638366,-122.2466067 37.8637873,-122.2465156 37.8637342,-122.2464354 37.863668,-122.2463351 37.8635708,-122.2462904 37.8635145,-122.2462706 37.8634482,-122.2462679 37.8633861,-122.2462578 37.863335,-122.2462769 37.8632708,-122.246342 37.8631408)","2033","1172","718","0","128467225",95.847,service,"1","30","900",7.146799606
"LINESTRING (-122.2392356 37.8462888,-122.2391733 37.8462356,-122.2387414 37.8458987)","2034","183","719","0","6404805",61.363,residential,"1","30","900",4.57551164066667
"LINESTRING (-122.2392356 37.8462888,-122.2400611 37.8469861,-122.2401383 37.8470336,-122.240207 37.8470675,-122.2405251 37.8471827)","2035","661","719","0","6404805",152.574,residential,"1","30","900",11.376629452
